OBJECTID,Join_Count,TARGET_FID,studyid,lon,lat,ph,pH_class,soc,SOC_class,tn,TN_class,ap,AP_class,clay,clay_class,map,map_class,mat,mat_class,Cropland_type,cropland,Tillage_methods,tillage,Classification_1,fm,gm,cof,haof,Classification_2,Classification_3,Classification_4,time,Time,dosages,Dosages,n_t,n_c,nuet_mean,nuet_sd,nuec_mean,nuec_sd,yi,vi,cluster
764,1,763,194,119.9196,29.19897222,5.78,weak acid,10.67865429,medium SOC,1.10086599,,355.05,high AP,4,low clay,1403,high map,17.35417,mediun mat,dryland,1,,1,Humic acid organic fertilizer,0,0,0,1,,,Humic acid organic fertilizer,0.17,0-1 a,6000,0-7.5,3,3,6.58,0.14682631,6.77,0.154072986,-0.028466342,0.000338617,Zone2
765,1,764,194,119.9196,29.19897222,5.78,weak acid,10.67865429,medium SOC,1.10086599,,355.05,high AP,4,low clay,1403,high map,17.35417,mediun mat,dryland,1,,1,Humic acid organic fertilizer,0,0,0,1,,,Humic acid organic fertilizer,0.17,0-1 a,1500,0-7.5,3,3,6.63,0.147942011,6.5,0.147928273,0.019802627,0.000338617,Zone2
766,1,765,194,119.9196,29.19897222,5.78,weak acid,10.67865429,medium SOC,1.10086599,,355.05,high AP,4,low clay,1403,high map,17.35417,mediun mat,dryland,1,,1,Humic acid organic fertilizer,0,0,0,1,,,Humic acid organic fertilizer,0.17,0-1 a,3750,0-7.5,3,3,6.51,0.145264328,6.5,0.147928273,0.001537279,0.000338617,Zone2
767,1,766,194,119.9196,29.19897222,5.78,weak acid,10.67865429,medium SOC,1.10086599,,355.05,high AP,4,low clay,1403,high map,17.35417,mediun mat,dryland,1,,1,Humic acid organic fertilizer,0,0,0,1,,,Humic acid organic fertilizer,0.17,0-1 a,6000,0-7.5,3,3,6.64,0.148165152,6.5,0.147928273,0.021309787,0.000338617,Zone2
768,1,767,195,114.130342,24.350347,5.3,medium-strong acid,8.921113689,low SOC,1.119,,34.2,mediun AP,46,mediun clay,1760,high map,20.80833,mediun mat,dryland,1,,1,Humic acid organic fertilizer,0,0,0,1,,,Humic acid organic fertilizer,0.37,0-1 a,375,0-7.5,3,3,5,0.111570144,5,0.113790979,0,0.000338617,Zone1
769,1,768,195,114.130342,24.350347,5.3,medium-strong acid,8.921113689,low SOC,1.119,,34.2,mediun AP,46,mediun clay,1760,high map,20.80833,mediun mat,dryland,1,,1,undefined,0,0,0,0,,,,0.37,0-1 a,750,0-7.5,3,3,5.3,0.118264353,5,0.113790979,0.058268908,0.000338617,Zone1
770,1,769,195,114.412599,23.079404,5.6,weak acid,6.577726218,low SOC,0.96873,,68.7,high AP,21,low clay,1827,high map,22.35,mediun mat,dryland,1,,1,Humic acid organic fertilizer,0,0,0,1,,,Humic acid organic fertilizer,0.37,0-1 a,375,0-7.5,3,3,4.7,0.104875936,5.4,0.122894258,-0.138836445,0.000338617,Zone1
771,1,770,195,114.412599,23.079404,5.6,weak acid,6.577726218,low SOC,0.96873,,68.7,high AP,21,low clay,1827,high map,22.35,mediun mat,dryland,1,,1,undefined,0,0,0,0,,,,0.37,0-1 a,750,0-7.5,3,3,6,0.133884173,5.4,0.122894258,0.105360516,0.000338617,Zone1
772,1,771,196,119.3333333,29.28333333,4.63,strong acid,14.45978189,,1.3761,,175.9423,,39,mediun clay,1900,high map,16.3,mediun mat,paddy,0,,1,farmyard manure,1,0,0,0,compost,animal,animal,0.5,0-1 a,10000,7.5-15,3,3,4.86,0.02,4.63,0.02,0.04848157,0.0000119,Zone1
773,1,772,197,112.909426,28.689105,5.5,medium-strong acid,16.47331787,high SOC,0.81,low TN,4.35,low AP,48,mediun clay,1393,high map,17,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,2,1-5 a,6000,0-7.5,3,3,5.18,0.17,5.25,0.18,-0.01342302,0.000750855,Zone1
774,1,773,198,110.4525,19.3875,5.02,medium-strong acid,4.36774942,low SOC,0.48,low TN,34.34,mediun AP,55,mediun clay,1714,high map,24.42917,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,6675,0-7.5,3,3,4.5,0.07,4.45,0.04,0.011173301,0.000107591,Zone1
775,1,774,198,110.4525,19.3875,5.02,medium-strong acid,4.36774942,low SOC,0.48,low TN,34.34,mediun AP,55,mediun clay,1714,high map,24.42917,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,6675,0-7.5,3,3,4.58,0.04,4.45,0.04,0.028794902,0.0000524,Zone1
776,1,775,198,110.4525,19.3875,5.02,medium-strong acid,4.36774942,low SOC,0.48,low TN,34.34,mediun AP,55,mediun clay,1714,high map,24.42917,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,6675,0-7.5,3,3,4.58,0.08,4.45,0.04,0.028794902,0.000128634,Zone1
777,1,776,198,110.4525,19.3875,5.02,medium-strong acid,4.36774942,low SOC,0.48,low TN,34.34,mediun AP,55,mediun clay,1714,high map,24.42917,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,6675,0-7.5,3,3,4.57,0.02,4.45,0.04,0.026609109,0.0000333,Zone1
778,1,777,199,123.55,41.8,6.16,weak acid,11.68,medium SOC,0.77,low TN,13.22405556,,23,low clay,736,medium map,7.5,low mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,stable manure,,stable manure,26,20-30 a,13500,7.5-15,3,3,5.23,0.12,5.14,0.11,0.017358199,0.000328149,Zone2
779,1,778,199,123.55,41.8,6.16,weak acid,11.68,medium SOC,0.77,low TN,13.22405556,,23,low clay,736,medium map,7.5,low mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,stable manure,,stable manure,26,20-30 a,27000,22.5-30,3,3,5.46,0.02,5.15,0.11,0.058452075,0.000156545,Zone2
780,1,779,200,117.15,28.61666667,4.65,strong acid,12.57,medium SOC,1.23698,,16.1228,,48,mediun clay,1748,high map,17.84583,mediun mat,dryland,1,continuous cropping,0,farmyard manure,1,0,0,0,manure,livestock,livestock,16,10-20 a,30000,22.5-30,3,3,6.24,0.13923954,5.3,0.120618438,0.163273362,0.000338617,Zone1
781,1,780,200,117.15,28.61666667,4.65,strong acid,12.57,medium SOC,1.23698,,16.1228,,48,mediun clay,1748,high map,17.84583,mediun mat,dryland,1,continuous cropping,0,farmyard manure,1,0,0,0,compost,straw,straw,16,10-20 a,1260,0-7.5,3,3,5.53,0.12339658,5.3,0.120618438,0.042480995,0.000338617,Zone1
782,1,781,201,105.390512,29.179516,4.6,strong acid,19.30394432,high SOC,1.82,medium TN,7.51,low AP,23,low clay,1900,high map,18.5,mediun mat,paddy,0,continuous cropping,0,undefined,0,0,0,0,,,,2,1-5 a,3000,0-7.5,3,3,4.68,0.104429655,4.56,0.103777373,0.025975486,0.000338617,Zone1
783,1,782,201,105.390512,29.179516,4.6,strong acid,19.30394432,high SOC,1.82,medium TN,7.51,low AP,23,low clay,1900,high map,18.5,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,2,1-5 a,7500,0-7.5,3,3,4.62,0.103090813,4.56,0.103777373,0.013072082,0.000338617,Zone1
784,1,783,201,105.390512,29.179516,4.6,strong acid,19.30394432,high SOC,1.82,medium TN,7.51,low AP,23,low clay,1900,high map,18.5,mediun mat,paddy,0,continuous cropping,0,farmyard manure,1,0,0,0,manure,poultry,poultry,2,1-5 a,4500,0-7.5,3,3,4.64,0.103537094,4.56,0.103777373,0.017391743,0.000338617,Zone1
785,1,784,202,119.5366667,29.06888889,5,strong acid,18.61948956,high SOC,1.89,medium TN,19.8,low AP,21,low clay,1500,high map,17.9,mediun mat,paddy,0,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,1,0-1 a,15000,7.5-15,3,3,5.1,0.113801547,5,0.113790979,0.019802627,0.000338617,Zone2
786,1,785,202,119.5366667,29.06888889,5,strong acid,18.61948956,high SOC,1.89,medium TN,19.8,low AP,21,low clay,1500,high map,17.9,mediun mat,paddy,0,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,1,0-1 a,30000,22.5-30,3,3,5.2,0.11603295,5,0.113790979,0.039220713,0.000338617,Zone2
787,1,786,202,119.5366667,29.06888889,5,strong acid,18.61948956,high SOC,1.89,medium TN,19.8,low AP,21,low clay,1500,high map,17.9,mediun mat,paddy,0,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,1,0-1 a,45000,30-45,3,3,5.3,0.118264353,5,0.113790979,0.058268908,0.000338617,Zone2
788,1,787,202,119.5366667,29.06888889,5,strong acid,18.61948956,high SOC,1.89,medium TN,19.8,low AP,21,low clay,1500,high map,17.9,mediun mat,paddy,0,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,1,0-1 a,60000,45-60,3,3,5.5,0.122727159,5,0.113790979,0.09531018,0.000338617,Zone2
789,1,788,202,119.5366667,29.06888889,5,strong acid,18.61948956,high SOC,1.89,medium TN,19.8,low AP,21,low clay,1500,high map,17.9,mediun mat,paddy,0,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,1,0-1 a,75000,>60,3,3,5.6,0.124958562,5,0.113790979,0.113328685,0.000338617,Zone2
790,1,789,203,115.8166667,28.26666667,4.86,strong acid,14.26914153,medium SOC,1.32,low TN,5.87,low AP,21,low clay,1600,high map,17.6,mediun mat,paddy,0,,0,farmyard manure,1,0,0,0,manure,livestock,livestock,1,0-1 a,27000,22.5-30,3,3,4.89067,0.15466,4.94933,0.08534,-0.011922905,0.000432452,Zone1
791,1,790,203,115.8166667,28.26666667,4.86,strong acid,14.26914153,medium SOC,1.32,low TN,5.87,low AP,21,low clay,1600,high map,17.6,mediun mat,paddy,0,,0,farmyard manure,1,0,0,0,compost,straw,straw,1,0-1 a,2000,0-7.5,3,3,4.93333,0.08534,4.94933,0.08534,-0.003237997,0.000198852,Zone1
792,1,791,203,115.8166667,28.26666667,4.86,strong acid,14.26914153,medium SOC,1.32,low TN,5.87,low AP,21,low clay,1600,high map,17.6,mediun mat,paddy,0,,0,green manure,0,1,0,0,leguminous,,leguminous,1,0-1 a,19149,15-22.5,3,3,4.94933,0.08534,4.90133,0.02134,0.009745617,0.000105423,Zone1
793,1,792,204,120.327779,29.278626,5.42,medium-strong acid,8.004640371,low SOC,0.5,low TN,3.25,low AP,21,low clay,1385,high map,16.94583,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,6,5-10 a,22500,15-22.5,3,3,5.28,0.38,5.2,0.71,0.015267472,0.007940796,Zone1
794,1,793,205,115.892151,28.676493,5.69,weak acid,7.674013921,low SOC,0.85,low TN,12.54,low AP,35.5379,,1626,high map,18.125,mediun mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,3,1-5 a,50000,45-60,3,3,6.21,0.138570119,5.72,0.13017688,0.082192091,0.000338617,Zone1
795,1,794,205,115.892151,28.676493,5.69,weak acid,7.674013921,low SOC,0.85,low TN,12.54,low AP,35.5379,,1626,high map,18.125,mediun mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,compost,straw,straw,3,1-5 a,50000,45-60,3,3,6.25,0.139462681,5.72,0.13017688,0.088612658,0.000338617,Zone1
796,1,795,206,122.3833333,41.53333333,6.4,weak acid,11.35,medium SOC,1.04,low TN,10.6,low AP,22,low clay,700,medium map,7.5,low mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,19,10-20 a,NA,,3,3,6.19,0.01,6.06,0.01,0.021225287,0.00000178,Zone4
797,1,796,206,122.3833333,41.53333333,6.4,weak acid,11.35,medium SOC,1.04,low TN,10.6,low AP,22,low clay,700,medium map,7.5,low mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,19,10-20 a,NA,,3,3,5.42,0.01,5.37,0.03,0.009267907,0.0000115,Zone4
798,1,797,206,122.3833333,41.53333333,6.4,weak acid,11.35,medium SOC,1.04,low TN,10.6,low AP,22,low clay,700,medium map,7.5,low mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,19,10-20 a,NA,,3,3,5.53,0.02,5.42,0.01,0.020092,0.00000549,Zone4
799,1,798,207,106.259281,29.290069,4.75,strong acid,15.19141531,high SOC,0.93,low TN,6.71,low AP,24.907,,1114,high map,18.52083,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.5,0-1 a,500,0-7.5,3,3,5.80339,0.02712,5.83051,0.08135,-0.004662246,0.0000722,Zone1
800,1,799,208,113.1080556,23,5.35,medium-strong acid,3.619489559,low SOC,0.76,low TN,0.2,low AP,21,low clay,1400,high map,17,mediun mat,dryland,1,crop rotation,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,3,1-5 a,2250,0-7.5,3,3,5.28,0.117818072,5.03,0.114473725,0.048506114,0.000338617,Zone2
801,1,800,208,113.1080556,23,5.35,medium-strong acid,3.619489559,low SOC,0.76,low TN,0.2,low AP,21,low clay,1400,high map,17,mediun mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,compost,straw,straw,3,1-5 a,2250,0-7.5,3,3,5.01,0.111793285,5.03,0.114473725,-0.003984069,0.000338617,Zone2
802,1,801,208,113.1080556,23,5.35,medium-strong acid,3.619489559,low SOC,0.76,low TN,0.2,low AP,21,low clay,1400,high map,17,mediun mat,dryland,1,crop rotation,1,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,3,1-5 a,2250,0-7.5,3,3,5.31,0.118487493,5.03,0.114473725,0.054171851,0.000338617,Zone2
803,1,802,208,113.1080556,23,5.35,medium-strong acid,3.619489559,low SOC,0.76,low TN,0.2,low AP,21,low clay,1400,high map,17,mediun mat,dryland,1,crop rotation,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,4,1-5 a,2250,0-7.5,3,3,4.99,0.111347004,4.81,0.109466922,0.036738826,0.000338617,Zone2
804,1,803,208,113.1080556,23,5.35,medium-strong acid,3.619489559,low SOC,0.76,low TN,0.2,low AP,21,low clay,1400,high map,17,mediun mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,compost,straw,straw,4,1-5 a,2250,0-7.5,3,3,4.89,0.109115601,4.81,0.109466922,0.016495219,0.000338617,Zone2
805,1,804,208,113.1080556,23,5.35,medium-strong acid,3.619489559,low SOC,0.76,low TN,0.2,low AP,21,low clay,1400,high map,17,mediun mat,dryland,1,crop rotation,1,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,4,1-5 a,2250,0-7.5,3,3,5.12,0.114247828,4.81,0.109466922,0.062457355,0.000338617,Zone2
806,1,805,209,112.925083,27.846725,4.8,strong acid,22.22737819,high SOC,2.0206,,4.04,low AP,21,low clay,1424,high map,17.97083,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,2250,0-7.5,3,3,6.05,0.59,5.78,0.38,0.045654589,0.004610849,Zone1
807,1,806,209,112.925083,27.846725,4.8,strong acid,22.22737819,high SOC,2.0206,,4.04,low AP,21,low clay,1424,high map,17.97083,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,2250,0-7.5,3,3,5.38,0.02,5.61,0.48,-0.041862345,0.002444863,Zone1
808,1,807,209,112.925083,27.846725,4.8,strong acid,22.22737819,high SOC,2.0206,,4.04,low AP,21,low clay,1424,high map,17.97083,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,2250,0-7.5,3,3,5.7,0.25,6.07,0.6,-0.06289243,0.003898119,Zone1
809,1,808,209,113.496894,27.64613,5.5,medium-strong acid,28.51508121,high SOC,2.1903,,7.11,low AP,21,low clay,1465,high map,17.64583,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,2250,0-7.5,3,3,6.14,0.57,5.96,0.2,0.029754261,0.003248068,Zone1
810,1,809,209,113.496894,27.64613,5.5,medium-strong acid,28.51508121,high SOC,2.1903,,7.11,low AP,21,low clay,1465,high map,17.64583,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,2250,0-7.5,3,3,5.58,0.18,5.99,0.52,-0.070902636,0.002858931,Zone1
811,1,810,209,113.496894,27.64613,5.5,medium-strong acid,28.51508121,high SOC,2.1903,,7.11,low AP,21,low clay,1465,high map,17.64583,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,2250,0-7.5,3,3,6.33,0.44,6.17,0.24,0.025601398,0.002114908,Zone1
812,1,811,209,113.144006,27.699346,6.1,weak acid,20.46403712,high SOC,1.955155221,,5.04,low AP,21,low clay,1445,high map,17.80833,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,2250,0-7.5,3,3,7.05,0.18,7.21,0.06,-0.022441334,0.000240377,Zone1
813,1,812,209,113.144006,27.699346,6.1,weak acid,20.46403712,high SOC,1.955155221,,5.04,low AP,21,low clay,1445,high map,17.80833,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,2250,0-7.5,3,3,6.7,0.15,7.4,0.02,-0.099372474,0.00016951,Zone1
814,1,813,209,113.144006,27.699346,6.1,weak acid,20.46403712,high SOC,1.955155221,,5.04,low AP,21,low clay,1445,high map,17.80833,mediun mat,paddy,0,,1,commodity organic fertilizer,0,0,1,0,Fine organic fertilizer,,Fine organic fertilizer,0.25,0-1 a,2250,0-7.5,3,3,7.12,0.13,7.34,0.18,-0.030431117,0.000311585,Zone1
815,1,814,210,113.8,33.41666667,5.2,medium-strong acid,9.164733179,low SOC,1.2,low TN,14.9,low AP,29,low clay,852,medium map,14.8,mediun mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,2,1-5 a,15000,7.5-15,3,3,5.3,0.1,5.2,0.3,0.019048195,0.001228134,Zone2
816,1,815,210,113.8,33.41666667,5.2,medium-strong acid,9.164733179,low SOC,1.2,low TN,14.9,low AP,29,low clay,852,medium map,14.8,mediun mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,compost,animal,animal,2,1-5 a,22500,15-22.5,3,3,5.1,0.2,5.2,0.3,-0.019418086,0.001622091,Zone2
817,1,816,211,112.3575,22.997417,5.07,medium-strong acid,13.05104408,medium SOC,1.58,medium TN,124,high AP,21,low clay,1805,high map,22.3,mediun mat,dryland,1,,1,farmyard manure,1,0,0,0,compost,animal,animal,0.25,0-1 a,4500,0-7.5,3,3,5.33,0.238,5.01,0.274,0.061915323,0.001661649,Zone1
818,1,817,212,117.07,32.98277778,6.27,weak acid,12.4,medium SOC,1.4,low TN,18.5,low AP,21,low clay,874.6,medium map,15.3,mediun mat,paddy,0,crop rotation,1,farmyard manure,1,0,0,0,compost,straw,straw,2,1-5 a,6000,0-7.5,3,3,6.32143,0.28571,6.25,0.07143,0.011363985,0.000724464,Zone3
819,1,818,213,113.0591667,28.43666667,4.61,strong acid,9.721577726,low SOC,1.12,low TN,11.5626,,48,mediun clay,1412.4,high map,17.15,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,0.38,0-1 a,10000,7.5-15,3,3,4.92,0.13,4.66,0.06,0.054293082,0.000287981,Zone2
820,1,819,213,113.0591667,28.43666667,4.61,strong acid,9.721577726,low SOC,1.12,low TN,11.5626,,48,mediun clay,1412.4,high map,17.15,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,0.38,0-1 a,20000,15-22.5,3,3,5.17,0.2,4.66,0.06,0.10385724,0.000554096,Zone2
821,1,820,213,113.0591667,28.43666667,4.61,strong acid,9.721577726,low SOC,1.12,low TN,11.5626,,48,mediun clay,1412.4,high map,17.15,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,0.38,0-1 a,30000,22.5-30,3,3,5.54,0.26,4.66,0.06,0.172979053,0.000789445,Zone2
822,1,821,213,113.0591667,28.43666667,4.61,strong acid,9.721577726,low SOC,1.12,low TN,11.5626,,48,mediun clay,1412.4,high map,17.15,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,0.38,0-1 a,40000,30-45,3,3,5.76,0.14,4.66,0.06,0.211922027,0.00025218,Zone2
823,1,822,213,113.0591667,28.43666667,4.61,strong acid,9.721577726,low SOC,1.12,low TN,11.5626,,48,mediun clay,1412.4,high map,17.15,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,1.38,1-5 a,10000,7.5-15,3,3,4.78,0.12,4.65,0.08,0.027573327,0.000308743,Zone2
824,1,823,213,113.0591667,28.43666667,4.61,strong acid,9.721577726,low SOC,1.12,low TN,11.5626,,48,mediun clay,1412.4,high map,17.15,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,1.38,1-5 a,20000,15-22.5,3,3,5.13,0.14,4.65,0.08,0.09823844,0.000346919,Zone2
825,1,824,213,113.0591667,28.43666667,4.61,strong acid,9.721577726,low SOC,1.12,low TN,11.5626,,48,mediun clay,1412.4,high map,17.15,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,1.38,1-5 a,30000,22.5-30,3,3,5.3,0.1,4.65,0.08,0.130839601,0.000217329,Zone2
826,1,825,213,113.0591667,28.43666667,4.61,strong acid,9.721577726,low SOC,1.12,low TN,11.5626,,48,mediun clay,1412.4,high map,17.15,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,1.38,1-5 a,40000,30-45,3,3,5.47,0.05,4.65,0.08,0.162411397,0.000126514,Zone2
827,1,826,214,112.820567,22.128543,4.7,strong acid,23.60788863,high SOC,1.9,medium TN,10.45,low AP,21,low clay,2092,high map,22.79167,mediun mat,paddy,0,continuous cropping,0,undefined,0,0,0,0,,,,3,1-5 a,750,0-7.5,3,3,4.33,0.05,4.12,0.05,0.049714379,0.0000935,Zone1
828,1,827,214,112.820567,22.128543,4.7,strong acid,23.60788863,high SOC,1.9,medium TN,10.45,low AP,21,low clay,2092,high map,22.79167,mediun mat,paddy,0,continuous cropping,0,commodity organic fertilizer,0,0,1,0,bio-organic fertilizer,,bio-organic fertilizer,3,1-5 a,2250,0-7.5,3,3,4.29,0.1,4.12,0.05,0.04043357,0.000230213,Zone1
829,1,828,215,103.25,29.53333333,6.03,weak acid,12.00696056,medium SOC,0.118,low TN,6.33,low AP,22,low clay,1065,high map,10.39583,mediun mat,dryland,1,,1,farmyard manure,1,0,0,0,marsh fertilizer,,marsh fertilizer,1,0-1 a,3.00E+05,>60,3,3,6.62,0.01,6.03,0.03,0.093348359,0.00000901,Zone2
830,1,829,215,103.25,29.53333333,6.03,weak acid,12.00696056,medium SOC,0.118,low TN,6.33,low AP,22,low clay,1065,high map,10.39583,mediun mat,dryland,1,,1,farmyard manure,1,0,0,0,marsh fertilizer,,marsh fertilizer,1,0-1 a,6.00E+05,>60,3,3,5.88,0.01,6.03,0.03,-0.025190249,0.00000921,Zone2
831,1,830,216,114.2666667,29.95,5.79,weak acid,6.32491,low SOC,0.90123,,25.3112,,27,low clay,1577.4,high map,16.8,mediun mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,manure,livestock,livestock,19,10-20 a,1000,0-7.5,4,4,6.55,0.04,5.79,0.02,0.123332758,0.0000123,Zone2
832,1,831,216,114.2666667,29.95,5.79,weak acid,6.32491,low SOC,0.90123,,25.3112,,27,low clay,1577.4,high map,16.8,mediun mat,dryland,1,crop rotation,1,farmyard manure,1,0,0,0,compost,straw,straw,19,10-20 a,1666,0-7.5,4,4,6.52,0.04,5.94,0.11,0.093165243,0.0000951,Zone2
833,1,832,217,119.453025,29.11427222,5.18,medium-strong acid,17.16937355,high SOC,1.99,medium TN,5.18,low AP,21,low clay,1353,high map,17.7,mediun mat,paddy,0,,1,farmyard manure,1,0,0,0,compost,straw,straw,0.42,0-1 a,3750,0-7.5,3,3,6.42,0.52,6.35,0.66,0.010963305,0.005787799,Zone1
834,1,833,217,119.453025,29.11427222,5.18,medium-strong acid,17.16937355,high SOC,1.99,medium TN,5.18,low AP,21,low clay,1353,high map,17.7,mediun mat,paddy,0,,1,Humic acid organic fertilizer,0,0,0,1,,,Humic acid organic fertilizer,0.42,0-1 a,1500,0-7.5,3,3,6.78,0.21,6.35,0.66,0.065522289,0.003920752,Zone1
835,1,834,218,114.1217129,23.22199209,5.03,medium-strong acid,12.9350348,medium SOC,1.3556,,56.16,high AP,21,low clay,1781,high map,22.02917,mediun mat,paddy,0,,1,farmyard manure,1,0,0,0,marsh fertilizer,,marsh fertilizer,0.25,0-1 a,2.00E+05,>60,3,3,5.6,0.124958562,5.7,0.129721716,-0.017699577,0.000338617,Zone1
836,1,835,218,114.1217129,23.22199209,5.03,medium-strong acid,12.9350348,medium SOC,1.3556,,56.16,high AP,21,low clay,1781,high map,22.02917,mediun mat,paddy,0,,1,farmyard manure,1,0,0,0,marsh fertilizer,,marsh fertilizer,0.25,0-1 a,4.00E+05,>60,3,3,5.49,0.122504019,5.7,0.129721716,-0.037537919,0.000338617,Zone1
837,1,836,218,114.1217129,23.22199209,5.03,medium-strong acid,12.9350348,medium SOC,1.3556,,56.16,high AP,21,low clay,1781,high map,22.02917,mediun mat,paddy,0,,1,farmyard manure,1,0,0,0,marsh fertilizer,,marsh fertilizer,0.25,0-1 a,6.00E+05,>60,3,3,5.49,0.122504019,5.7,0.129721716,-0.037537919,0.000338617,Zone1
838,1,837,218,114.1217129,23.22199209,5.03,medium-strong acid,12.9350348,medium SOC,1.3556,,56.16,high AP,21,low clay,1781,high map,22.02917,mediun mat,paddy,0,,1,farmyard manure,1,0,0,0,marsh fertilizer,,marsh fertilizer,0.25,0-1 a,8.00E+05,>60,3,3,5.35,0.119380055,5.7,0.129721716,-0.063369614,0.000338617,Zone1
839,1,838,218,114.1217129,23.22199209,5.03,medium-strong acid,12.9350348,medium SOC,1.3556,,56.16,high AP,21,low clay,1781,high map,22.02917,mediun mat,paddy,0,,1,farmyard manure,1,0,0,0,marsh fertilizer,,marsh fertilizer,0.25,0-1 a,1.00E+06,>60,3,3,5.12,0.114247828,5.7,0.129721716,-0.107311736,0.000338617,Zone1
840,1,839,219,113.6035273,24.81588128,4.41,super strong acid,8.932714617,low SOC,1.51,medium TN,2.33,low AP,24,low clay,1694,high map,20.6,mediun mat,dryland,1,,1,farmyard manure,1,0,0,0,compost,plant,plant,0.25,0-1 a,13000,7.5-15,3,3,4.67,0.07,4.42,0.05,0.055019376,0.000117548,Zone1
